PREMIUM_ID,CONTRACT_ID,MNT_COTISATION,DT_ENCAISSEMENT,ECHEANCE_DATE
PRM0002248,CTR00253,11788.41,2024-10-14,2024-07-01
PRM0002249,CTR00253,11788.41,2025-01-02,2024-10-01
PRM0002250,CTR00253,12159.9,2025-04-01,2025-01-01
PRM0002251,CTR00253,12159.9,2025-07-19,2025-04-01
PRM0002252,CTR00253,12159.9,2025-10-01,2025-07-01
PRM0002253,CTR00254,10507.11,2022-07-17,2022-04-01
PRM0002254,CTR00254,10507.11,2022-10-20,2022-07-01
PRM0002255,CTR00254,10507.11,2023-01-21,2022-10-01
PRM0002256,CTR00254,11218.23,2023-04-08,2023-01-01
PRM0002257,CTR00254,11218.23,2023-07-06,2023-04-01
PRM0002258,CTR00254,11218.23,2023-10-06,2023-07-01
PRM0002259,CTR00254,11218.23,2024-01-09,2023-10-01
PRM0002260,CTR00254,11776.46,2024-04-18,2024-01-01
PRM0002261,CTR00254,11776.46,2024-07-12,2024-04-01
PRM0002262,CTR00254,11776.46,2024-10-10,2024-07-01
PRM0002263,CTR00254,11776.46,2025-01-17,2024-10-01
PRM0002264,CTR00254,13280.12,2025-04-20,2025-01-01
PRM0002265,CTR00254,13280.12,2025-07-19,2025-04-01
PRM0002266,CTR00254,13280.12,2025-10-01,2025-07-01
PRM0002267,CTR00255,8314.78,2022-04-15,2022-01-01
PRM0002268,CTR00255,8314.78,2022-07-19,2022-04-01
PRM0002269,CTR00255,8314.78,2022-10-07,2022-07-01
PRM0002270,CTR00255,8314.78,2023-01-13,2022-10-01
PRM0002271,CTR00255,18975.62,2023-04-13,2023-01-01
PRM0002272,CTR00255,9487.81,2023-10-13,2023-07-01
PRM0002273,CTR00255,9487.81,2024-01-03,2023-10-01
PRM0002274,CTR00257,4214.67,2022-04-04,2022-01-01
PRM0002275,CTR00257,4214.67,2022-07-04,2022-04-01
PRM0002276,CTR00257,8429.34,2022-10-04,2022-07-01
PRM0002277,CTR00257,4349.29,2023-04-20,2023-01-01
PRM0002278,CTR00257,4349.29,2023-07-17,2023-04-01
PRM0002279,CTR00257,4349.29,2023-10-18,2023-07-01
PRM0002280,CTR00257,4450.3,2024-04-11,2024-01-01
PRM0002281,CTR00257,8900.6,2024-07-16,2024-04-01
PRM0002282,CTR00257,5084.01,2025-04-17,2025-01-01
PRM0002283,CTR00257,5084.01,2025-07-12,2025-04-01
PRM0002284,CTR00258,3350.22,2022-04-04,2022-01-01
PRM0002285,CTR00258,3350.22,2022-07-07,2022-04-01
PRM0002286,CTR00258,3350.22,2022-10-05,2022-07-01
PRM0002287,CTR00258,3350.22,2023-01-15,2022-10-01
PRM0002288,CTR00258,3780.11,2023-04-03,2023-01-01
PRM0002289,CTR00258,3780.11,2023-07-11,2023-04-01
PRM0002290,CTR00259,18188.8,2022-04-10,2022-01-01
PRM0002291,CTR00259,9094.4,2023-01-10,2022-10-01
PRM0002292,CTR00259,9519.99,2023-04-06,2023-01-01
PRM0002293,CTR00259,9519.99,2023-07-11,2023-04-01
PRM0002294,CTR00259,9519.99,2023-10-06,2023-07-01
PRM0002295,CTR00259,9519.99,2024-01-18,2023-10-01
PRM0002296,CTR00259,9682.49,2024-04-05,2024-01-01
PRM0002297,CTR00259,9682.49,2024-07-17,2024-04-01
PRM0002298,CTR00259,9682.49,2024-10-02,2024-07-01
PRM0002299,CTR00259,9682.49,2025-01-01,2024-10-01
PRM0002300,CTR00259,9871.95,2025-04-10,2025-01-01
PRM0002301,CTR00259,9871.95,2025-10-13,2025-07-01
PRM0002302,CTR00260,14392.62,2022-04-19,2022-01-01
PRM0002303,CTR00260,14392.62,2022-07-07,2022-04-01
PRM0002304,CTR00260,14392.62,2022-10-14,2022-07-01
PRM0002305,CTR00260,14392.62,2023-01-18,2022-10-01
PRM0002306,CTR00260,32467.68,2023-04-21,2023-01-01
PRM0002307,CTR00260,16233.84,2023-10-08,2023-07-01
PRM0002308,CTR00261,5725.64,2022-04-20,2022-01-01
PRM0002309,CTR00262,5310.86,2022-04-05,2022-01-01
PRM0002310,CTR00262,5310.86,2022-07-14,2022-04-01
PRM0002311,CTR00262,5310.86,2022-10-19,2022-07-01
PRM0002312,CTR00262,5310.86,2023-01-06,2022-10-01
PRM0002313,CTR00262,5686.34,2023-04-20,2023-01-01
PRM0002314,CTR00262,5686.34,2023-07-11,2023-04-01
PRM0002315,CTR00262,11372.68,2024-01-18,2023-10-01
PRM0002316,CTR00262,11689.56,2024-07-14,2024-04-01
PRM0002317,CTR00262,5844.78,2025-01-04,2024-10-01
PRM0002318,CTR00262,5885.68,2025-07-17,2025-04-01
PRM0002319,CTR00262,5885.68,2025-10-03,2025-07-01
PRM0002320,CTR00263,11163.66,2022-04-16,2022-01-01
PRM0002321,CTR00263,11163.66,2022-07-01,2022-04-01
PRM0002322,CTR00264,8737.64,2022-04-14,2022-01-01
PRM0002323,CTR00264,4368.82,2022-10-03,2022-07-01
PRM0002324,CTR00265,15184.54,2022-04-09,2022-01-01
PRM0002325,CTR00265,15184.54,2022-07-05,2022-04-01
PRM0002326,CTR00265,15184.54,2023-01-05,2022-10-01
PRM0002327,CTR00265,16775.73,2023-04-10,2023-01-01
PRM0002328,CTR00265,16775.73,2023-07-08,2023-04-01
PRM0002329,CTR00265,16775.73,2023-10-01,2023-07-01
PRM0002330,CTR00265,16775.73,2024-01-11,2023-10-01
PRM0002331,CTR00266,31922.74,2022-04-20,2022-01-01
PRM0002332,CTR00266,15961.37,2022-10-19,2022-07-01
PRM0002333,CTR00266,15961.37,2023-01-05,2022-10-01
PRM0002334,CTR00266,16422.3,2023-04-15,2023-01-01
PRM0002335,CTR00266,16422.3,2023-07-10,2023-04-01
PRM0002336,CTR00266,32844.6,2023-10-08,2023-07-01
PRM0002337,CTR00266,18623.22,2024-04-11,2024-01-01
PRM0002338,CTR00266,18623.22,2024-07-16,2024-04-01
PRM0002339,CTR00266,18623.22,2024-10-14,2024-07-01
PRM0002340,CTR00267,9681.66,2022-04-03,2022-01-01
PRM0002341,CTR00267,9681.66,2022-07-07,2022-04-01
PRM0002342,CTR00267,9681.66,2022-10-20,2022-07-01
PRM0002343,CTR00267,9681.66,2023-01-03,2022-10-01
PRM0002344,CTR00267,10803.75,2023-04-16,2023-01-01
PRM0002345,CTR00267,10803.75,2023-07-12,2023-04-01
PRM0002346,CTR00267,10803.75,2023-10-15,2023-07-01
PRM0002347,CTR00267,10803.75,2024-01-08,2023-10-01
PRM0002348,CTR00267,10948.33,2024-04-07,2024-01-01
PRM0002349,CTR00267,10948.33,2024-07-10,2024-04-01
PRM0002350,CTR00267,10948.33,2024-10-20,2024-07-01
PRM0002351,CTR00267,10948.33,2025-01-21,2024-10-01
PRM0002352,CTR00267,11880.46,2025-04-08,2025-01-01
PRM0002353,CTR00267,11880.46,2025-07-08,2025-04-01
PRM0002354,CTR00267,11880.46,2025-10-11,2025-07-01
PRM0002355,CTR00268,3840.0,2022-04-14,2022-01-01
PRM0002356,CTR00268,3840.0,2022-07-19,2022-04-01
PRM0002357,CTR00268,3840.0,2022-10-18,2022-07-01
PRM0002358,CTR00269,6018.28,2022-04-02,2022-01-01
PRM0002359,CTR00269,6018.28,2022-07-21,2022-04-01
PRM0002360,CTR00269,6018.28,2022-10-21,2022-07-01
PRM0002361,CTR00269,6018.28,2023-01-08,2022-10-01
PRM0002362,CTR00269,6889.44,2023-04-01,2023-01-01
PRM0002363,CTR00269,6889.44,2023-07-13,2023-04-01
PRM0002364,CTR00269,6889.44,2023-10-08,2023-07-01
PRM0002365,CTR00270,11015.44,2022-04-20,2022-01-01
PRM0002366,CTR00270,11015.44,2022-07-01,2022-04-01
PRM0002367,CTR00271,14117.96,2022-04-10,2022-01-01
PRM0002368,CTR00271,7058.98,2022-10-06,2022-07-01
PRM0002369,CTR00271,7058.98,2023-01-07,2022-10-01
PRM0002370,CTR00271,7389.98,2023-04-04,2023-01-01
PRM0002371,CTR00271,7389.98,2023-07-04,2023-04-01
PRM0002372,CTR00271,7389.98,2023-10-03,2023-07-01
PRM0002373,CTR00271,7389.98,2024-01-17,2023-10-01
PRM0002374,CTR00271,8418.03,2024-04-20,2024-01-01
PRM0002375,CTR00271,8418.03,2024-07-04,2024-04-01
PRM0002376,CTR00271,8418.03,2024-10-04,2024-07-01
PRM0002377,CTR00272,10950.83,2022-04-20,2022-01-01
PRM0002378,CTR00272,10950.83,2022-07-02,2022-04-01
PRM0002379,CTR00272,10950.83,2022-10-08,2022-07-01
PRM0002380,CTR00272,10950.83,2023-01-15,2022-10-01
PRM0002381,CTR00272,12228.73,2023-04-15,2023-01-01
PRM0002382,CTR00272,12228.73,2023-07-04,2023-04-01
PRM0002383,CTR00272,12228.73,2024-01-04,2023-10-01
PRM0002384,CTR00272,13358.12,2024-04-16,2024-01-01
PRM0002385,CTR00272,13358.12,2024-07-01,2024-04-01
PRM0002386,CTR00272,13358.12,2024-10-11,2024-07-01
PRM0002387,CTR00272,13358.12,2025-01-16,2024-10-01
PRM0002388,CTR00272,14469.27,2025-04-13,2025-01-01
PRM0002389,CTR00272,14469.27,2025-07-01,2025-04-01
PRM0002390,CTR00272,14469.27,2025-10-17,2025-07-01
PRM0002391,CTR00273,2736.2,2022-04-10,2022-01-01
PRM0002392,CTR00273,2736.2,2022-07-11,2022-04-01
PRM0002393,CTR00273,5472.4,2022-10-18,2022-07-01
PRM0002394,CTR00273,2868.54,2023-04-02,2023-01-01
PRM0002395,CTR00273,2868.54,2023-07-04,2023-04-01
PRM0002396,CTR00273,2868.54,2023-10-06,2023-07-01
PRM0002397,CTR00273,2868.54,2024-01-21,2023-10-01
PRM0002398,CTR00273,3167.55,2024-04-03,2024-01-01
PRM0002399,CTR00273,3167.55,2024-07-05,2024-04-01
PRM0002400,CTR00273,3167.55,2024-10-19,2024-07-01
PRM0002401,CTR00273,3167.55,2025-01-05,2024-10-01
PRM0002402,CTR00273,3597.57,2025-04-04,2025-01-01
PRM0002403,CTR00273,3597.57,2025-07-10,2025-04-01
PRM0002404,CTR00274,10983.84,2022-04-04,2022-01-01
PRM0002405,CTR00274,10983.84,2022-07-05,2022-04-01
PRM0002406,CTR00274,21967.68,2022-10-16,2022-07-01
PRM0002407,CTR00274,12609.11,2023-04-07,2023-01-01
PRM0002408,CTR00274,12609.11,2023-07-06,2023-04-01
PRM0002409,CTR00274,12609.11,2023-10-09,2023-07-01
PRM0002410,CTR00274,12609.11,2024-01-10,2023-10-01
PRM0002411,CTR00276,9071.0,2022-04-08,2022-01-01
PRM0002412,CTR00276,9071.0,2022-07-06,2022-04-01
PRM0002413,CTR00277,13864.78,2023-01-06,2022-10-01
PRM0002414,CTR00277,14321.81,2023-04-16,2023-01-01
PRM0002415,CTR00277,14321.81,2023-07-13,2023-04-01
PRM0002416,CTR00277,14321.81,2023-10-21,2023-07-01
PRM0002417,CTR00277,14321.81,2024-01-07,2023-10-01
PRM0002418,CTR00277,15902.78,2024-04-17,2024-01-01
PRM0002419,CTR00277,15902.78,2024-07-19,2024-04-01
PRM0002420,CTR00277,15902.78,2025-01-14,2024-10-01
PRM0002421,CTR00277,17765.17,2025-04-16,2025-01-01
PRM0002422,CTR00277,17765.17,2025-07-06,2025-04-01
PRM0002423,CTR00278,3628.41,2022-04-18,2022-01-01
PRM0002424,CTR00278,3628.41,2022-07-13,2022-04-01
PRM0002425,CTR00278,3628.41,2022-10-05,2022-07-01
PRM0002426,CTR00278,3628.41,2023-01-06,2022-10-01
PRM0002427,CTR00278,4050.08,2023-04-19,2023-01-01
PRM0002428,CTR00278,4050.08,2023-10-09,2023-07-01
PRM0002429,CTR00278,4050.08,2024-01-05,2023-10-01
PRM0002430,CTR00278,4617.03,2024-04-06,2024-01-01
PRM0002431,CTR00278,4617.03,2024-10-16,2024-07-01
PRM0002432,CTR00278,9234.06,2025-01-10,2024-10-01
PRM0002433,CTR00279,2028.59,2022-04-09,2022-01-01
PRM0002434,CTR00279,2028.59,2022-07-10,2022-04-01
PRM0002435,CTR00279,2028.59,2023-01-16,2022-10-01
PRM0002436,CTR00279,2145.66,2023-04-04,2023-01-01
PRM0002437,CTR00279,2145.66,2023-07-21,2023-04-01
PRM0002438,CTR00279,4291.32,2023-10-13,2023-07-01
PRM0002439,CTR00279,2374.01,2024-04-11,2024-01-01
PRM0002440,CTR00279,2374.01,2024-07-15,2024-04-01
PRM0002441,CTR00279,2374.01,2024-10-11,2024-07-01
PRM0002442,CTR00279,2374.01,2025-01-06,2024-10-01
PRM0002443,CTR00279,2490.28,2025-04-08,2025-01-01
PRM0002444,CTR00279,2490.28,2025-07-03,2025-04-01
PRM0002445,CTR00279,2490.28,2025-10-06,2025-07-01
PRM0002446,CTR00280,9232.03,2023-07-18,2023-04-01
PRM0002447,CTR00280,9232.03,2023-10-05,2023-07-01
PRM0002448,CTR00280,9232.03,2024-01-21,2023-10-01
PRM0002449,CTR00280,10608.04,2024-04-19,2024-01-01
PRM0002450,CTR00280,10608.04,2024-07-10,2024-04-01
PRM0002451,CTR00280,10608.04,2024-10-20,2024-07-01
PRM0002452,CTR00280,10608.04,2025-01-13,2024-10-01
PRM0002453,CTR00280,11289.82,2025-04-17,2025-01-01
PRM0002454,CTR00280,11289.82,2025-07-19,2025-04-01
PRM0002455,CTR00280,11289.82,2025-10-15,2025-07-01
PRM0002456,CTR00282,10268.4,2024-01-06,2023-10-01
PRM0002457,CTR00282,11246.95,2024-04-13,2024-01-01
PRM0002458,CTR00282,11246.95,2024-07-03,2024-04-01
PRM0002459,CTR00282,11246.95,2024-10-09,2024-07-01
PRM0002460,CTR00282,11246.95,2025-01-10,2024-10-01
PRM0002461,CTR00282,11794.75,2025-04-18,2025-01-01
PRM0002462,CTR00282,11794.75,2025-07-05,2025-04-01
PRM0002463,CTR00282,11794.75,2025-10-12,2025-07-01
PRM0002464,CTR00283,15993.69,2022-04-17,2022-01-01
PRM0002465,CTR00283,15993.69,2022-07-08,2022-04-01
PRM0002466,CTR00283,15993.69,2022-10-18,2022-07-01
PRM0002467,CTR00283,15993.69,2023-01-18,2022-10-01
PRM0002468,CTR00283,18132.73,2023-04-14,2023-01-01
PRM0002469,CTR00283,36265.46,2023-07-14,2023-04-01
PRM0002470,CTR00284,8026.42,2023-10-07,2023-07-01
PRM0002471,CTR00284,4186.47,2024-04-09,2024-01-01
PRM0002472,CTR00284,4186.47,2024-07-10,2024-04-01
PRM0002473,CTR00284,4186.47,2024-10-04,2024-07-01
PRM0002474,CTR00284,4186.47,2025-01-04,2024-10-01
PRM0002475,CTR00284,4571.94,2025-04-20,2025-01-01
PRM0002476,CTR00284,4571.94,2025-07-12,2025-04-01
PRM0002477,CTR00284,4571.94,2025-10-04,2025-07-01
PRM0002478,CTR00285,13539.05,2022-04-07,2022-01-01
PRM0002479,CTR00285,13539.05,2022-07-01,2022-04-01
PRM0002480,CTR00285,13539.05,2022-10-10,2022-07-01
PRM0002481,CTR00285,13539.05,2023-01-02,2022-10-01
PRM0002482,CTR00285,13956.65,2023-04-15,2023-01-01
PRM0002483,CTR00285,27913.3,2023-07-08,2023-04-01
PRM0002484,CTR00285,13956.65,2024-01-05,2023-10-01
PRM0002485,CTR00285,15738.47,2024-04-07,2024-01-01
PRM0002486,CTR00285,15738.47,2024-10-05,2024-07-01
PRM0002487,CTR00286,7309.01,2022-04-09,2022-01-01
PRM0002488,CTR00286,7309.01,2022-07-14,2022-04-01
PRM0002489,CTR00286,7309.01,2022-10-18,2022-07-01
PRM0002490,CTR00286,7309.01,2023-01-11,2022-10-01
PRM0002491,CTR00286,8177.06,2023-04-14,2023-01-01
PRM0002492,CTR00286,16354.12,2024-01-09,2023-10-01
PRM0002493,CTR00286,9319.14,2024-07-06,2024-04-01
PRM0002494,CTR00287,14183.13,2022-04-18,2022-01-01
PRM0002495,CTR00287,14183.13,2022-10-05,2022-07-01
PRM0002496,CTR00287,28366.26,2023-01-16,2022-10-01
PRM0002497,CTR00287,14470.68,2023-07-16,2023-04-01
PRM0002498,CTR00287,14470.68,2024-01-06,2023-10-01
PRM0002499,CTR00287,15363.88,2024-04-16,2024-01-01
PRM0002500,CTR00287,15363.88,2024-07-18,2024-04-01
PRM0002501,CTR00287,30727.76,2024-10-17,2024-07-01
PRM0002502,CTR00287,16949.72,2025-04-14,2025-01-01
PRM0002503,CTR00287,16949.72,2025-07-10,2025-04-01
PRM0002504,CTR00287,16949.72,2025-10-05,2025-07-01
PRM0002505,CTR00288,3436.48,2022-04-20,2022-01-01
PRM0002506,CTR00288,3436.48,2022-07-07,2022-04-01
PRM0002507,CTR00288,3436.48,2022-10-20,2022-07-01
PRM0002508,CTR00288,3436.48,2023-01-04,2022-10-01
PRM0002509,CTR00288,3572.33,2023-07-19,2023-04-01
PRM0002510,CTR00288,3572.33,2023-10-05,2023-07-01
PRM0002511,CTR00288,3572.33,2024-01-12,2023-10-01
PRM0002512,CTR00288,3704.15,2024-04-03,2024-01-01
PRM0002513,CTR00288,3704.15,2024-07-02,2024-04-01
PRM0002514,CTR00288,3704.15,2024-10-10,2024-07-01
PRM0002515,CTR00288,3704.15,2025-01-19,2024-10-01
PRM0002516,CTR00288,4082.38,2025-04-20,2025-01-01
PRM0002517,CTR00288,4082.38,2025-07-03,2025-04-01
PRM0002518,CTR00288,4082.38,2025-10-05,2025-07-01
PRM0002519,CTR00290,3287.39,2022-04-05,2022-01-01
PRM0002520,CTR00290,6574.78,2022-07-18,2022-04-01
PRM0002521,CTR00291,12025.0,2022-04-21,2022-01-01
PRM0002522,CTR00291,6012.5,2022-10-13,2022-07-01
PRM0002523,CTR00291,6012.5,2023-01-04,2022-10-01
PRM0002524,CTR00291,6350.18,2023-04-05,2023-01-01
PRM0002525,CTR00291,6350.18,2023-10-12,2023-07-01
PRM0002526,CTR00291,6350.18,2024-01-14,2023-10-01
PRM0002527,CTR00291,6379.9,2024-04-08,2024-01-01
PRM0002528,CTR00291,6379.9,2024-07-14,2024-04-01
PRM0002529,CTR00291,6379.9,2024-10-01,2024-07-01
PRM0002530,CTR00291,6379.9,2025-01-18,2024-10-01
PRM0002531,CTR00291,7107.0,2025-04-06,2025-01-01
PRM0002532,CTR00291,7107.0,2025-07-03,2025-04-01
PRM0002533,CTR00291,7107.0,2025-10-04,2025-07-01
PRM0002534,CTR00292,7231.3,2022-04-01,2022-01-01
PRM0002535,CTR00292,7231.3,2022-07-12,2022-04-01
PRM0002536,CTR00292,7231.3,2022-10-12,2022-07-01
PRM0002537,CTR00292,7231.3,2023-01-05,2022-10-01
PRM0002538,CTR00292,7510.7,2023-04-02,2023-01-01
PRM0002539,CTR00292,7510.7,2023-07-09,2023-04-01
PRM0002540,CTR00292,7510.7,2023-10-09,2023-07-01
PRM0002541,CTR00292,7510.7,2024-01-12,2023-10-01
PRM0002542,CTR00292,7830.11,2024-07-13,2024-04-01
PRM0002543,CTR00292,7830.11,2024-10-18,2024-07-01
PRM0002544,CTR00292,7830.11,2025-01-04,2024-10-01
PRM0002545,CTR00292,8749.67,2025-04-03,2025-01-01
PRM0002546,CTR00292,8749.67,2025-07-14,2025-04-01
PRM0002547,CTR00292,8749.67,2025-10-17,2025-07-01
PRM0002548,CTR00293,1063.24,2022-07-09,2022-04-01
PRM0002549,CTR00293,1063.24,2022-10-03,2022-07-01
PRM0002550,CTR00293,1072.66,2023-04-16,2023-01-01
PRM0002551,CTR00293,1072.66,2023-07-10,2023-04-01
PRM0002552,CTR00293,1072.66,2023-10-02,2023-07-01
PRM0002553,CTR00293,1072.66,2024-01-11,2023-10-01
PRM0002554,CTR00293,2460.84,2024-04-09,2024-01-01
PRM0002555,CTR00293,1230.42,2024-10-19,2024-07-01
PRM0002556,CTR00293,1230.42,2025-01-16,2024-10-01
PRM0002557,CTR00294,7770.09,2022-04-05,2022-01-01
PRM0002558,CTR00294,7770.09,2022-07-20,2022-04-01
PRM0002559,CTR00294,7770.09,2022-10-07,2022-07-01
PRM0002560,CTR00294,7770.09,2023-01-01,2022-10-01
PRM0002561,CTR00294,15732.02,2023-04-01,2023-01-01
PRM0002562,CTR00294,7866.01,2023-10-15,2023-07-01
PRM0002563,CTR00294,7866.01,2024-01-17,2023-10-01
PRM0002564,CTR00294,8528.97,2024-04-15,2024-01-01
PRM0002565,CTR00294,8528.97,2024-07-04,2024-04-01
PRM0002566,CTR00294,8528.97,2024-10-09,2024-07-01
PRM0002567,CTR00294,8528.97,2025-01-04,2024-10-01
PRM0002568,CTR00294,8681.37,2025-04-15,2025-01-01
PRM0002569,CTR00294,8681.37,2025-07-12,2025-04-01
PRM0002570,CTR00294,8681.37,2025-10-01,2025-07-01
PRM0002571,CTR00295,4506.56,2022-04-05,2022-01-01
PRM0002572,CTR00295,4506.56,2022-07-09,2022-04-01
PRM0002573,CTR00295,4506.56,2022-10-04,2022-07-01
PRM0002574,CTR00295,4506.56,2023-01-11,2022-10-01
PRM0002575,CTR00295,4858.11,2023-04-21,2023-01-01
PRM0002576,CTR00295,4858.11,2023-07-16,2023-04-01
PRM0002577,CTR00295,4858.11,2024-01-08,2023-10-01
PRM0002578,CTR00295,5496.25,2024-04-07,2024-01-01
PRM0002579,CTR00295,5496.25,2024-07-19,2024-04-01
PRM0002580,CTR00295,5496.25,2024-10-07,2024-07-01
PRM0002581,CTR00296,13581.99,2022-04-13,2022-01-01
PRM0002582,CTR00296,27163.98,2022-07-13,2022-04-01
PRM0002583,CTR00296,13581.99,2023-01-15,2022-10-01
PRM0002584,CTR00296,13653.6,2023-04-06,2023-01-01
PRM0002585,CTR00296,13653.6,2023-07-17,2023-04-01
PRM0002586,CTR00296,13653.6,2023-10-17,2023-07-01
PRM0002587,CTR00296,13653.6,2024-01-12,2023-10-01
PRM0002588,CTR00296,15425.95,2024-07-18,2024-04-01
PRM0002589,CTR00296,15425.95,2024-10-08,2024-07-01
PRM0002590,CTR00298,7425.88,2022-04-12,2022-01-01
PRM0002591,CTR00298,7425.88,2022-07-03,2022-04-01
PRM0002592,CTR00298,7425.88,2022-10-15,2022-07-01
PRM0002593,CTR00298,7425.88,2023-01-05,2022-10-01
PRM0002594,CTR00299,9023.5,2022-04-08,2022-01-01
PRM0002595,CTR00299,9023.5,2022-07-20,2022-04-01
PRM0002596,CTR00299,9023.5,2022-10-11,2022-07-01
PRM0002597,CTR00299,9023.5,2023-01-03,2022-10-01
PRM0002598,CTR00300,9815.54,2022-04-20,2022-01-01
PRM0002599,CTR00300,9815.54,2022-07-01,2022-04-01
PRM0002600,CTR00300,9815.54,2022-10-14,2022-07-01
PRM0002601,CTR00300,9815.54,2023-01-10,2022-10-01
PRM0002602,CTR00301,11416.6,2023-10-03,2023-07-01
PRM0002603,CTR00301,11416.6,2024-01-18,2023-10-01
PRM0002604,CTR00301,12574.93,2024-04-03,2024-01-01
PRM0002605,CTR00301,25149.86,2024-07-07,2024-04-01
PRM0002606,CTR00301,25149.86,2025-01-06,2024-10-01
PRM0002607,CTR00302,14387.69,2022-04-05,2022-01-01
PRM0002608,CTR00302,14387.69,2022-07-05,2022-04-01
PRM0002609,CTR00302,14387.69,2022-10-09,2022-07-01
PRM0002610,CTR00302,14387.69,2023-01-19,2022-10-01
PRM0002611,CTR00302,15099.17,2023-04-18,2023-01-01
PRM0002612,CTR00302,15099.17,2023-07-14,2023-04-01
PRM0002613,CTR00302,15099.17,2023-10-12,2023-07-01
PRM0002614,CTR00302,15099.17,2024-01-04,2023-10-01
PRM0002615,CTR00302,15121.56,2024-07-11,2024-04-01
PRM0002616,CTR00302,15121.56,2024-10-16,2024-07-01
PRM0002617,CTR00302,15121.56,2025-01-16,2024-10-01
PRM0002618,CTR00302,17325.81,2025-04-14,2025-01-01
PRM0002619,CTR00302,17325.81,2025-07-08,2025-04-01
PRM0002620,CTR00302,17325.81,2025-10-16,2025-07-01
PRM0002621,CTR00303,14080.0,2022-04-08,2022-01-01
PRM0002622,CTR00303,14080.0,2022-07-14,2022-04-01
PRM0002623,CTR00303,14080.0,2022-10-15,2022-07-01
PRM0002624,CTR00303,14080.0,2023-01-18,2022-10-01
PRM0002625,CTR00303,16104.69,2023-04-06,2023-01-01
PRM0002626,CTR00304,8450.66,2022-04-09,2022-01-01
PRM0002627,CTR00304,8450.66,2022-07-16,2022-04-01
PRM0002628,CTR00304,8450.66,2022-10-14,2022-07-01
PRM0002629,CTR00304,8450.66,2023-01-10,2022-10-01
PRM0002630,CTR00304,9337.18,2023-04-11,2023-01-01
PRM0002631,CTR00304,9337.18,2023-07-15,2023-04-01
PRM0002632,CTR00304,9337.18,2023-10-17,2023-07-01
PRM0002633,CTR00304,9732.18,2024-10-20,2024-07-01
PRM0002634,CTR00304,9732.18,2025-01-06,2024-10-01
PRM0002635,CTR00304,11171.12,2025-04-18,2025-01-01
PRM0002636,CTR00304,11171.12,2025-10-01,2025-07-01
PRM0002637,CTR00305,9327.05,2022-04-18,2022-01-01
PRM0002638,CTR00305,9327.05,2022-07-21,2022-04-01
PRM0002639,CTR00305,9327.05,2022-10-21,2022-07-01
PRM0002640,CTR00305,9327.05,2023-01-16,2022-10-01
PRM0002641,CTR00305,10262.88,2023-04-11,2023-01-01
PRM0002642,CTR00305,10262.88,2023-07-19,2023-04-01
PRM0002643,CTR00305,10262.88,2023-10-15,2023-07-01
PRM0002644,CTR00305,10262.88,2024-01-11,2023-10-01
PRM0002645,CTR00305,10400.73,2024-04-20,2024-01-01
PRM0002646,CTR00305,10400.73,2024-07-13,2024-04-01
PRM0002647,CTR00305,10400.73,2024-10-05,2024-07-01
PRM0002648,CTR00305,10400.73,2025-01-08,2024-10-01
PRM0002649,CTR00305,10978.15,2025-04-02,2025-01-01
PRM0002650,CTR00305,10978.15,2025-07-11,2025-04-01
PRM0002651,CTR00305,10978.15,2025-10-13,2025-07-01
PRM0002652,CTR00306,1926.84,2022-04-18,2022-01-01
PRM0002653,CTR00306,1926.84,2022-07-10,2022-04-01
PRM0002654,CTR00306,1926.84,2022-10-04,2022-07-01
PRM0002655,CTR00306,1926.84,2023-01-19,2022-10-01
PRM0002656,CTR00306,1965.27,2023-04-07,2023-01-01
PRM0002657,CTR00306,1965.27,2023-07-02,2023-04-01
PRM0002658,CTR00306,1965.27,2023-10-21,2023-07-01
PRM0002659,CTR00306,1965.27,2024-01-08,2023-10-01
PRM0002660,CTR00306,2136.4,2024-04-07,2024-01-01
PRM0002661,CTR00306,2136.4,2024-07-01,2024-04-01
PRM0002662,CTR00306,2136.4,2024-10-01,2024-07-01
PRM0002663,CTR00306,2433.38,2025-04-17,2025-01-01
PRM0002664,CTR00306,4866.76,2025-10-08,2025-07-01
PRM0002665,CTR00307,12884.4,2022-04-12,2022-01-01
PRM0002666,CTR00307,12884.4,2022-07-21,2022-04-01
PRM0002667,CTR00307,12884.4,2022-10-10,2022-07-01
PRM0002668,CTR00307,12884.4,2023-01-09,2022-10-01
PRM0002669,CTR00307,14069.06,2023-04-12,2023-01-01
PRM0002670,CTR00307,14069.06,2023-07-20,2023-04-01
PRM0002671,CTR00307,14069.06,2023-10-02,2023-07-01
PRM0002672,CTR00307,14069.06,2024-01-03,2023-10-01
PRM0002673,CTR00307,15299.37,2024-04-01,2024-01-01
PRM0002674,CTR00307,15299.37,2024-07-07,2024-04-01
PRM0002675,CTR00307,30598.74,2024-10-10,2024-07-01
PRM0002676,CTR00307,17300.14,2025-04-14,2025-01-01
PRM0002677,CTR00307,17300.14,2025-07-07,2025-04-01
PRM0002678,CTR00308,13634.73,2022-04-03,2022-01-01
PRM0002679,CTR00308,13634.73,2022-07-11,2022-04-01
PRM0002680,CTR00308,13634.73,2022-10-18,2022-07-01
PRM0002681,CTR00308,13634.73,2023-01-19,2022-10-01
PRM0002682,CTR00308,14580.95,2023-04-19,2023-01-01
